control_id,canonical_system,original_name,clinical_label,original_report_category,clinical_meaning,why_it_matters,functional_significance,low_interpretation,high_interpretation,pattern_links,recommendation_hint,pattern_cluster
M273,Human consciousness level,Neutrality,Neutrality,(Human Consciousness Level) Analysis Report Card,"Reflects a balanced, less-reactive emotional stance within the source framework, associated with reduced polarisation and steadier regulation.","Greater neutrality can signal improved stress tolerance, reduced emotional volatility, and better capacity for reflective decision-making.","Linked to autonomic balance, lower reactivity, emotional flexibility, and more stable cognitive-affective regulation.",Suggests more reactive or polarised emotional processing and lower regulation steadiness.,"Indicates greater non-reactivity, steadier regulation, and improved capacity to remain balanced under challenge.",Sleep stability + lower sympathetic load + better emotional regulation often support neutrality; chronic stress tends to erode it.,Interpret as a regulation-quality marker and support the foundations of nervous-system steadiness and reflective capacity.,"Consciousness, Regulation, Stress, Mood"
M274,Human consciousness level,Willingness,Willingness,(Human Consciousness Level) Analysis Report Card,"Reflects an engaged, cooperative motivational stance within the source framework, associated with readiness to participate and adapt.","Willingness supports behavioural follow-through, openness to change, and resilience in treatment or recovery processes.","Linked to motivation, executive engagement, emotional readiness, and reduced avoidance under stress.","Suggests reduced openness, resistance, or low participation drive, often seen with burnout, fear, or discouragement.","Indicates stronger engagement, openness, and adaptive readiness to participate in change or recovery processes.","Better motivation, reduced fear, and stronger energy often support willingness; chronic depletion or distrust can reduce it.","Use as a behavioural-readiness cue and support safety, trust, and energy where participation is low.","Consciousness, Motivation, Behavioural Readiness"
M275,Human consciousness level,Acceptance,Acceptance,(Human Consciousness Level) Analysis Report Card,Reflects a state of reduced resistance and greater adaptive acknowledgment of reality within the source framework.,"Acceptance can reduce internal stress friction, improve treatment engagement, and support more stable emotional processing.","Linked to emotional regulation, reduced rumination, stress adaptation, and improved coping flexibility.","Suggests greater resistance, internal struggle, or difficulty integrating stressful circumstances.","Indicates stronger adaptive processing, less internal resistance, and a more stable psycho-emotional stance.",Reduced rumination + better nervous-system regulation often support acceptance; chronic threat and shame states tend to oppose it.,"Treat as a regulation and coping marker rather than a moral category, and support safety, processing, and nervous-system steadiness.","Consciousness, Coping, Stress Regulation"
M276,Human consciousness level,Reason,Reason,(Human Consciousness Level) Analysis Report Card,"Reflects the relative dominance of reflective, analytical, and cognitively organised processing within the source framework.","Reasoned processing supports planning, judgment, emotional modulation, and the ability to step back from impulsive reactivity.","Linked to executive function, prefrontal regulation, cognitive clarity, sleep quality, and reduced stress-noise interference.","Suggests weaker reflective processing, reduced analytical clarity, or greater interference from stress, fatigue, or emotional reactivity.",Indicates stronger reflective organisation and more stable cognitive modulation of behaviour and emotion.,Sleep deprivation + inflammatory fatigue + stress overdrive can impair reasoned processing; good metabolic and cognitive support improves it.,"Support executive clarity through sleep, energy, and reduced neuroinflammatory burden where reasoning capacity appears impaired.","Consciousness, Cognition, Executive Function"
M277,Human consciousness level,Love,Love,(Human Consciousness Level) Analysis Report Card,"Reflects an affiliative, connected, and emotionally integrated state within the source framework.","Connected and prosocial emotional states are often associated with better regulation, relational safety, and reduced chronic stress physiology.","Linked to vagal tone, social safety signalling, oxytocin-associated states, attachment security, and emotional integration.",Suggests lower access to affiliative regulation or reduced sense of connection and emotional safety.,"Indicates stronger affiliative integration, social safety, and emotionally connective regulation.",Higher vagal tone + felt safety + reduced threat physiology can support love/connection states; trauma and chronic stress often suppress them.,"Interpret as a regulation and connection marker, with emphasis on safety, social support, and relational healing rather than abstraction alone.","Consciousness, Social Safety, Regulation"
M278,Human consciousness level,Joy,Joy,(Human Consciousness Level) Analysis Report Card,"Reflects access to positive affect, vitality, and unforced wellbeing within the source framework.","Sustained inability to access joy can signal fatigue, depressive load, burnout, anhedonia, or nervous-system dysregulation.","Linked to reward physiology, dopamine balance, social engagement, energy availability, and reduced inflammatory-depressive burden.","Suggests reduced positive affect, low reward access, or fatigue/depressive suppression of vitality.",Indicates stronger access to positive affect and emotionally resilient engagement with life.,Burnout + low dopamine + poor sleep + inflammatory load can reduce joy; restored energy and social engagement often improve it.,"Use as a vitality-affect marker and support energy, reward balance, sleep, and social connection where joy is low.","Consciousness, Positive Affect, Energy, Mood"
M279,Human consciousness level,Peace,Peace,(Human Consciousness Level) Analysis Report Card,"Reflects a deeply settled, non-reactive internal state within the source framework, associated with low internal conflict and high autonomic ease.","Peace-like states indicate reduced threat physiology, greater emotional integration, and improved resilience to stress reactivity.","Linked to parasympathetic dominance, reduced rumination, lower inflammatory stress signalling, and improved recovery tone.","Suggests internal agitation, unresolved stress, or poor access to settled regulation.","Indicates greater calm, lower reactivity, and stronger access to deeply restorative regulation.",Good sleep + parasympathetic tone + reduced chronic stress support peace; trauma activation and burnout tend to oppose it.,"Support deep regulation, safety, and restorative practices where settled calm appears inaccessible.","Consciousness, Parasympathetic Regulation, Stress Recovery"
M280,Human consciousness level,Enlightenment,Enlightenment,(Human Consciousness Level) Analysis Report Card,Reflects the highest conceptual level in the source framework and should be interpreted as a symbolic marker of integrative awareness rather than a clinical state.,"This marker is not a conventional medical construct and should not be over-medicalised; at most, it may function as an abstract resilience or integration indicator in the source system.","Best treated as a non-diagnostic, interpretive construct linked loosely to self-awareness, regulation, and integrative functioning.",Suggests little practical relevance as a high-order integration marker within the current framework.,"May indicate a symbolic tendency toward integrative or expansive processing within the source model, but should not be treated as a biomedical endpoint.",Use cautiously and avoid over-interpretation; this marker is more philosophical than clinical and should always remain secondary to concrete physiological findings.,"Treat as an abstract, low-priority interpretive feature and avoid clinical overreach.","Consciousness, Abstract Marker"
M281,Respiratory function,Volume Tidal(VT),Volume Tidal(VT),(Respiratory Function) Analysis Report Card,"Reflects the volume of air moved in and out of the lungs during a normal resting breath, indicating baseline breathing efficiency and ventilatory patterning.",Tidal volume is a useful marker of whether breathing is shallow and inefficient or adequately supports gas exchange without excessive work.,"Linked to diaphragmatic recruitment, autonomic tone, chest-wall movement, respiratory drive, and the balance between calm nasal breathing and stress-pattern upper-chest breathing.","Suggests shallow breathing, reduced diaphragmatic engagement, low ventilatory efficiency, or chronic under-breathing patterns.","May indicate deeper resting breaths or, in some contexts, compensatory hyperventilation depending on respiratory rate and gas-exchange markers.","Stress breathing -> lower VT with higher rate; diaphragmatic weakness, pain, or restriction can also reduce effective tidal volume.","Support slower diaphragmatic breathing, chest-wall mobility, and stress downregulation where VT appears functionally low.","Respiratory, Breathing Pattern, Diaphragm, Nervous System"
M282,Respiratory function,Inspiratory Volume(TI),Inspiratory Volume(TI),(Respiratory Function) Analysis Report Card,"Reflects inspiratory volume capacity and the efficiency of drawing air into the lungs, indicating how effectively inhalation mechanics are functioning.","Inspiratory performance is central to oxygen uptake, diaphragmatic conditioning, and the ability to expand beyond shallow stress-driven breathing.","Linked to diaphragmatic strength, rib-cage mobility, inspiratory-muscle function, thoracic posture, and restrictive or pain-limited breathing mechanics.","Suggests reduced inspiratory strength, restricted expansion, shallow-breathing tendency, or impaired thoracic mobility.","Generally indicates stronger inspiratory capacity, though interpretation should consider whether it is calm expansion or compensatory effort.",Poor posture + anxiety + diaphragmatic weakness -> lower inspiratory volume; restrictive lung or chest-wall patterns can intensify the limitation.,"Improve inspiratory mechanics through posture, diaphragmatic conditioning, thoracic mobility, and reduction of restrictive breathing influences.","Respiratory, Inspiration, Diaphragm, Posture"
M283,Respiratory function,Functional Residual Capacity(FRC),Functional Residual Capacity(FRC),(Respiratory Function) Analysis Report Card,"Reflects the volume of air remaining in the lungs after a normal exhalation, indicating resting lung-volume set point and the balance between elastic recoil and airway closure.","FRC is important because it stabilises gas exchange between breaths. Abnormal values can suggest restriction, air trapping, altered recoil, or poor breathing mechanics.","Linked to lung elasticity, small-airway patency, chest-wall mechanics, obesity-related restriction, and the degree of hyperinflation or airway collapse.","Suggests reduced resting lung reserve, restrictive mechanics, poor recoil balance, or diminished buffering of gas exchange between breaths.","May indicate air trapping, hyperinflation, or altered recoil/airway closure dynamics when interpreted with TLC and residual volume.",Restriction lowers FRC; obstructive air trapping may increase it. Postural compression and abdominal pressure can also reduce effective resting lung volume.,"Interpret with tidal volume, TLC, and residual volume to distinguish reduced reserve from hyperinflation and improve breathing mechanics accordingly.","Respiratory, Lung Mechanics, Gas Exchange, Restriction"
M284,Respiratory function,Residual Volume(RV),Residual Volume(RV),(Respiratory Function) Analysis Report Card,"Reflects the volume of air remaining in the lungs after maximal exhalation, indicating how completely the lungs can empty and whether air trapping is present.","Residual volume is highly relevant to obstructive patterns, hyperinflation, and the efficiency of expiration. Excess air trapping increases work of breathing and impairs gas exchange.","Linked to airway resistance, expiratory flow limitation, lung elasticity, bronchial narrowing, and small-airway collapse during exhalation.",Suggests lower air trapping and more complete emptying when interpreted within normal lung mechanics.,"Indicates air trapping, expiratory limitation, obstructive burden, or hyperinflation reducing efficient gas exchange.","Higher airway resistance + loss of elastic recoil -> raised RV; chronic inflammation, mucus burden, and bronchial narrowing can all contribute.","Reduce obstructive burden, improve expiratory efficiency, and support airway calm, mucus clearance, and respiratory-muscle function.","Respiratory, Expiration, Obstruction, Gas Exchange"
M285,Lecithin & phospholipids,Phospholipid index,Phospholipid index,(Lecithin) Analysis Report Card,Represents the status of phospholipids as key structural components of cell membranes and lipoproteins.,"Phospholipids are essential for membrane integrity, cellular signalling, and lipid transport.","Linked to liver function, lipid metabolism, and membrane fluidity.",Suggests reduced membrane integrity and impaired lipid transport.,Indicates increased phospholipid turnover or compensatory membrane repair.,Liver dysfunction + oxidative stress -> membrane instability.,Support membrane health and lipid metabolism.,"Phospholipids, Membrane, Liver"
M286,Lecithin & phospholipids,Sphingolipid index,Sphingolipid index,(Lecithin) Analysis Report Card,Reflects sphingolipid balance involved in membrane structure and cellular signalling.,"Sphingolipids regulate cell signalling, apoptosis, and membrane stability.",Linked to lipid metabolism and inflammatory signalling.,Suggests reduced signalling capacity or membrane dysfunction.,Indicates altered signalling or inflammatory lipid activity.,Inflammation -> sphingolipid dysregulation.,Interpret with lipid and inflammatory markers.,"Sphingolipids, Signalling, Inflammation"
M288,Lecithin & phospholipids,Lecithin index,Lecithin index,(Lecithin) Analysis Report Card,Represents lecithin levels contributing to lipid transport and membrane structure.,"Lecithin supports lipid metabolism, liver function, and bile production.","Linked to phosphatidylcholine, liver health, and fat digestion.",Suggests reduced lipid transport efficiency.,Indicates increased lipid turnover or supplementation.,Liver stress -> lecithin depletion.,Support hepatic lipid metabolism.,"Lecithin, Liver, Lipid Transport"
M289,Lecithin & phospholipids,Brain phospholipid index,Brain phospholipid index,(Lecithin) Analysis Report Card,"Reflects phospholipid availability and membrane integrity within brain tissue, influencing synaptic signalling, myelin stability, receptor function, and neuronal resilience.","Phospholipids are fundamental to cell membrane fluidity, neurotransmission, myelin support, and effective communication across neural networks.","Depends on choline status, essential fatty acid balance, hepatic phospholipid metabolism, oxidative protection, and efficient membrane turnover.","Suggests reduced membrane integrity, impaired synaptic signalling, weaker myelin support, or suboptimal availability of choline and structural lipids.",May indicate preserved membrane support or altered turnover dynamics that should be interpreted alongside lipid and inflammatory markers.,Low phospholipid support + oxidative stress → poorer membrane fluidity → reduced neurotransmission and memory performance; liver dysfunction can also impair phospholipid synthesis and trafficking.,"Support membrane phospholipid sufficiency, reduce oxidative lipid damage, and improve upstream hepatic-nutrient pathways required for neuronal membrane repair.","Nervous System, Cognition, Lipids, Liver"
M290,Lecithin & phospholipids,Liposomal index,Liposomal index,(Lecithin) Analysis Report Card,"Reflects liposomal or phospholipid-vesicle style transport capacity, indicating how effectively lipid-based carriers may support membrane delivery, absorption, and intracellular nutrient trafficking.","Liposomal transport concepts are relevant to membrane interaction, nutrient-delivery efficiency, and the broader integrity of phospholipid-based transport environments.","Linked to phospholipid sufficiency, bile-dependent fat handling, membrane fluidity, intracellular transport efficiency, and liver-lipid processing.","Suggests weaker phospholipid-transport support, reduced membrane-assisted delivery, or poorer lipid-mediated absorption and trafficking efficiency.","May indicate stronger phospholipid-carrier support or altered lipid-delivery dynamics, requiring interpretation alongside broader membrane and liver-lipid markers.",Low phospholipid sufficiency plus poor bile flow can reduce lipid-carrier efficiency and membrane-delivery support; this may coexist with broader membrane and hepatic lipid dysfunction.,Improve phospholipid sufficiency and fat-handling capacity to support healthy membrane-based transport and delivery functions.,"Phospholipids, Membranes, Liver, Digestive"
M291,Fatty acid balance,Saturated fatty acid index,Saturated fatty acid index,(Fatty acid) Analysis Report Card,Represents the proportion of saturated fats within overall lipid balance.,Excess saturated fats can influence inflammation and metabolic health.,"Linked to diet, lipid metabolism, and insulin sensitivity.",Suggests low saturated fat availability.,Indicates high saturated fat burden and metabolic stress.,High processed fat intake -> metabolic dysfunction.,Balance dietary fat intake.,"Lipids, Metabolic"
M292,Fatty acid balance,Unsaturated fatty acid index,Unsaturated fatty acid index,(Fatty acid) Analysis Report Card,Reflects levels of unsaturated fats supporting membrane fluidity and metabolic function.,Unsaturated fats are essential for cardiovascular and metabolic health.,Linked to omega balance and lipid metabolism.,Suggests reduced beneficial fats.,Indicates higher unsaturated fat levels.,Diet influences fatty acid balance.,Assess fat quality.,"Lipids, Cardiovascular"
M293,Fatty acid balance,Essential fatty acid index,Essential fatty acid index,(Fatty acid) Analysis Report Card,Represents availability of essential fatty acids required for cellular function.,Essential fatty acids support inflammation control and membrane health.,Linked to omega-3 and omega-6 balance.,Suggests deficiency affecting cellular health.,Indicates adequate or excess availability.,Poor diet -> deficiency.,Support essential fats.,"Essential Fatty Acids, Inflammation"
M294,Fatty acid balance,Triglyceride index,Triglyceride index,(Fatty acid) Analysis Report Card,Reflects circulating triglyceride levels and lipid storage status.,Triglycerides are a key marker of metabolic health and energy storage.,"Linked to diet, insulin, and liver function.",Suggests low lipid storage.,Indicates elevated triglycerides and metabolic risk.,Insulin resistance -> high triglycerides.,Assess metabolic markers.,"Triglycerides, Metabolic"
M299,Body composition,1.The componential analysis of body: (5)Body fat (Kg),Body Fat Mass,(Element of Human) Analysis Report Card,Represents total body fat mass in kilograms as part of the body’s componential analysis.,Absolute fat mass helps show the scale of stored energy reserves and metabolic burden beyond body weight alone.,"Linked to energy balance, insulin sensitivity, inflammatory tone, adipose signalling, and overall body-composition quality.","Suggests relatively low fat reserve, which may reflect lean status or, if excessive, reduced energy reserve and hormonal buffering.","Indicates increased fat storage and potentially greater metabolic burden, especially when paired with higher abdominal-fat measures.",Excess caloric load + low activity + insulin resistance -> increased body fat mass and greater metabolic strain.,"Interpret together with body fat percentage, abdominal fat ratio, weight, and muscle mass rather than in isolation.","Body Composition, Fat Mass, Metabolic Burden"
M300,Body composition,2.Fat analysis: 1.Height(Cm),Height(Cm),(Element of Human) Analysis Report Card,Represents measured body height as a structural reference for body composition analysis.,"Height is used as a baseline for interpreting weight, BMI, and proportional indices.","Linked to growth, genetics, and developmental factors.",Not interpreted as low/high in isolation.,Not interpreted as high/low in isolation.,Used as reference variable for composition calculations.,Interpret in context of body composition ratios.,"Anthropometry, Structural Reference"
M301,Body composition,2.Fat analysis: 2.Weight(Kg),Weight(Kg),(Element of Human) Analysis Report Card,Represents total body weight as part of composition and metabolic assessment.,"Body weight integrates fat mass, muscle mass, and fluid status.","Linked to metabolic health, energy balance, and lifestyle factors.",Suggests low total body mass.,"Indicates increased total body mass, which may reflect fat, muscle, or fluid.",Energy imbalance -> weight variation.,Interpret with body composition breakdown.,"Body Weight, Composition, Metabolic"
M302,Body composition,2.Fat analysis: 3.Muscle mass,Muscle mass,(Element of Human) Analysis Report Card,Represents total skeletal muscle mass contributing to strength and metabolic activity.,Muscle mass is a major determinant of metabolic rate and physical performance.,"Linked to protein metabolism, activity level, and hormonal balance.",Suggests reduced muscle mass and metabolic capacity.,Indicates higher muscle mass and improved metabolic resilience.,Inactivity + poor protein intake -> muscle loss.,Support muscle development and protein status.,"Muscle, Metabolic Rate, Strength"
M303,Body composition,2.Fat analysis: 4.Body fat content,Body fat content,(Element of Human) Analysis Report Card,Represents absolute fat content within the body as part of fat analysis.,Body fat content indicates energy storage and metabolic burden.,Linked to adiposity and metabolic health.,Suggests lower fat accumulation.,Indicates increased fat burden.,Energy surplus -> fat accumulation.,Assess alongside fat percentage.,"Body Fat, Metabolic"
M304,Body composition,2.Fat analysis: 5.Body fat percentage,Body fat percentage,(Element of Human) Analysis Report Card,Represents the proportion of body weight composed of fat.,Body fat percentage is a key marker of metabolic risk and health.,"Linked to obesity risk, insulin resistance, and inflammation.",Suggests low fat proportion.,Indicates elevated fat percentage and metabolic risk.,Chronic caloric excess -> increased fat percentage.,Interpret alongside BMI and visceral fat.,"Body Fat %, Metabolic Risk"
M305,Body composition,2.Fat analysis: 6.Ratio of abdominal fat,Ratio of abdominal fat,(Element of Human) Analysis Report Card,Represents distribution of fat in the abdominal region (visceral fat tendency).,Abdominal fat is strongly associated with metabolic syndrome and cardiovascular risk.,"Linked to insulin resistance, inflammation, and hormonal imbalance.",Suggests low central fat accumulation.,Indicates increased visceral fat and elevated metabolic risk.,Visceral fat accumulation -> insulin resistance + inflammation.,Assess with metabolic and cardiovascular markers.,"Visceral Fat, Metabolic Syndrome"
M306,Prostate health,Degree of Prostatic Hyperplasia,Degree of Prostatic Hyperplasia,(Prostate) Analysis Report Card,"Reflects the extent of enlargement or proliferative change in prostate tissue, suggesting altered growth signalling and reduced ease of urinary outflow.","Prostatic enlargement matters because it can impair urinary flow, increase nocturia, create incomplete bladder emptying, and signal longer-term androgen-inflammatory dysregulation.","Linked to age-related androgen balance, DHT signalling, inflammatory burden, pelvic congestion, insulin-metabolic factors, and local tissue-remodelling tendencies.",Suggests lower evidence of significant prostate enlargement or obstructive proliferative burden.,"Indicates increased prostatic enlargement, tissue proliferation, or growth-related urinary obstruction risk.",Ageing + inflammatory load + androgen-metabolic signalling can drive prostatic hyperplasia; pelvic congestion and poor circulation may worsen urinary symptoms.,"Interpret alongside urinary flow symptoms, nocturia, pelvic tension, androgen context, and inflammatory-metabolic drivers rather than as a standalone structural label.","Prostate, Male Health, Urinary, Hormones, Inflammation"
M307,Prostate health,Degree of Prostatic Calcification,Degree of Prostatic Calcification,(Prostate) Analysis Report Card,"Reflects calcific change within prostate tissue, suggesting chronic inflammation, stagnation, tissue-remodelling burden, or longer-standing glandular congestion.","Prostatic calcification can point to chronic irritative history, unresolved inflammation, pelvic stagnation, and altered prostate tissue quality affecting comfort and function.","Linked to chronic prostatitis patterns, pelvic congestion, mineral deposition in inflamed tissue, impaired drainage, and long-term glandular remodelling.",Suggests lower evidence of calcific degenerative change within the prostate.,"Indicates increased calcification burden, chronic inflammatory history, tissue stagnation, or altered glandular architecture.",Chronic inflammation + pelvic stagnation + impaired local drainage can promote calcific change; this may coexist with prostatitis symptoms or hyperplastic patterns.,"Interpret as a chronicity marker and correlate with prostatitis history, pelvic discomfort, urinary symptoms, and broader inflammatory status.","Prostate, Calcification, Chronic Inflammation, Pelvic Congestion"
M308,Prostate health,Prostatitis Syndrome,Prostatitis Syndrome,(Prostate) Analysis Report Card,"Reflects an inflammatory-irritative pattern involving the prostate, suggesting pain, congestion, urinary discomfort, or immune-reactive stress in the gland and surrounding pelvic tissues.","Prostatitis-type patterns matter because they can affect urinary ease, pelvic comfort, sexual function, quality of life, and the chronic inflammatory burden of the male pelvis.","Linked to glandular inflammation, pelvic-floor tension, microbial or sterile inflammatory triggers, urinary irritation, congestion, and autonomic stress patterns.",Suggests lower evidence of active prostatitis-type inflammatory or irritative burden.,"Indicates increased prostatic inflammation, pelvic discomfort, urinary irritation, congestion, or chronic pain-type burden in the male pelvic axis.",Pelvic tension + inflammation + poor drainage can maintain prostatitis-type patterns even without clear infection; stress and autonomic guarding often amplify symptoms.,"Correlate with urinary pain, pelvic discomfort, sexual symptoms, and stress-pelvic tension patterns while supporting inflammation resolution and pelvic relaxation.","Prostate, Inflammation, Male Pelvic Health, Urinary, Pain"
M309,Male sexual function,Testosterone,Testosterone,(Male Sexual Function) Analysis Report Card,"Reflects testosterone status influencing energy, libido, muscle, and metabolic health.","Key hormone for vitality, strength, and reproductive function.","Linked to adrenal, metabolic, and reproductive systems.","Fatigue, low libido.",Aggression or imbalance.,Metabolic dysfunction affects testosterone.,Support endocrine balance and metabolism.,"Male, Hormones, Energy"
M310,Male sexual function,Gonadotropin,Gonadotropin,(Male Sexual Function) Analysis Report Card,Reflects general gonadotropin activity controlling reproductive hormones.,Central to fertility and endocrine signalling.,Linked to pituitary-gonadal axis.,Low reproductive drive.,Endocrine dysregulation.,Pituitary imbalance -> reproductive issues.,Support hormonal signalling.,"Hormones, Reproductive"
M311,Male sexual function,Erection Transmitter,Erection Transmitter,(Male Sexual Function) Analysis Report Card,Reflects neurotransmitter activity related to erectile function.,Indicates vascular and neurological integrity in sexual function.,"Linked to nitric oxide, circulation, and nervous system.",Reduced erectile signalling.,Normal or heightened activity.,Circulation + NO pathways -> erection.,Support vascular and nervous health.,"Male, Circulation, Nervous"
M312,Sperm and semen,Semen volume,Semen volume,(Sperm and semen) Analysis Report Card,Reflects semen production and reproductive capacity.,Important for fertility and reproductive health.,"Linked to prostate, hydration, and hormone status.",Reduced fertility potential.,Normal or increased production.,Hydration + hormones affect semen.,Support reproductive and hormonal health.,"Male, Fertility"
M313,Sperm and semen,liquefying time,Semen liquefying time,(Sperm and semen) Analysis Report Card,"Reflects the time required for semen to liquefy after ejaculation, indicating seminal enzymatic activity and the functional quality of seminal fluid.","Normal liquefaction is important because excessively delayed liquefaction can impair sperm release and motility, affecting fertility potential.","Linked to prostatic secretions, seminal enzyme activity, inflammatory status, mineral balance, and the quality of accessory-gland contributions to semen.",Suggests relatively efficient liquefaction and semen fluid transition when within healthy range.,"Indicates delayed liquefaction, often associated with altered prostatic function, seminal inflammation, or reduced semen fluid quality.",Prostatic inflammation + altered seminal enzymes + mineral imbalance can prolong liquefaction time and reduce effective sperm mobility.,"Interpret with prostatitis markers, semen viscosity, motility, and fertility context to identify whether accessory-gland dysfunction is limiting sperm performance.","Male Fertility, Sperm and Semen, Prostate, Enzymatic Function"
M314,Sperm and semen,Number of sperms,Number of sperms,(Sperm and semen) Analysis Report Card,"Reflects sperm count within semen, indicating the output capacity of spermatogenesis and the overall quantitative component of male fertility potential.","Sperm number matters because adequate count is one of the core determinants of conception potential, although quality and motility remain equally important.","Linked to testicular function, gonadotropin support, testosterone balance, heat exposure, oxidative stress, nutrient status, toxic burden, and spermatogenic efficiency.","Suggests reduced sperm production, impaired spermatogenesis, endocrine insufficiency, oxidative-toxic burden, or reproductive stress affecting output.","Indicates stronger quantitative sperm production, assuming semen quality and motility are also supportive.","Heat stress + oxidative burden + toxin exposure + endocrine imbalance can all reduce sperm count; sleep, metabolic health, and testicular environment strongly influence output.","Interpret alongside motility, liquefaction, testosterone-gonadotropin markers, oxidative burden, and environmental exposures rather than relying on count alone.","Male Fertility, Spermatogenesis, Hormones, Oxidative Stress, Toxic Burden"
M315,Sperm and semen,Sperm motility rate,Sperm motility rate,(Sperm and semen) Analysis Report Card,"Reflects the proportion of sperm demonstrating effective movement, indicating their functional ability to travel and support fertilisation potential.",Motility is a critical fertility determinant because sperm must move efficiently through the reproductive tract to reach the ovum.,"Linked to mitochondrial energy production, membrane integrity, oxidative stress, seminal fluid quality, mineral status, and inflammatory burden in the male reproductive tract.","Suggests reduced sperm movement efficiency, often associated with oxidative damage, mitochondrial weakness, membrane dysfunction, or inflammatory seminal factors.","Indicates stronger functional movement capacity and more favourable sperm performance, provided other semen parameters are supportive.",Oxidative stress + mitochondrial dysfunction + poor membrane lipid quality can all reduce motility; inflammation and heat exposure may worsen the decline.,"Support antioxidant protection, mitochondrial energy, membrane fatty-acid integrity, and reduction of inflammatory or heat-related reproductive stressors.","Male Fertility, Sperm Motility, Mitochondrial, Oxidative Stress, Membranes"
M316,Male hormone profile,Androgen,Androgen,(Male Hormone) Analysis Report Card,"Reflects androgen hormone activity influencing muscle mass, libido, energy, and metabolic function.","Androgens regulate strength, drive, metabolic rate, and reproductive function.","Linked to adrenal function, insulin sensitivity, and reproductive axis.","Low energy, reduced libido, muscle loss.",Excess androgen effects such as acne or aggression.,Insulin resistance can elevate androgen; stress can suppress it.,Balance endocrine function and metabolic drivers.,"Hormones, Male, Female"
M317,Male hormone profile,Estrogen,Estrogen,(Male Hormone) Analysis Report Card,"Reflects oestrogen status within reproductive-endocrine signalling, including production, peripheral conversion, receptor activity, hepatic conjugation, and enterohepatic recirculation.","Oestrogen influences menstrual physiology, adipose distribution, bone turnover, mood, vascular tone, thyroid-binding dynamics, and inflammatory signalling.","Closely linked to hepatic detoxification, microbiome beta-glucuronidase activity, ovarian/adipose production, progesterone balance, and insulin-metabolic status.","Suggests reduced oestrogen production, impaired ovarian output, low aromatisation, or insufficient hormone availability relative to physiological need.","Indicates oestrogen dominance patterns, reduced clearance, increased recirculation, adipose-driven conversion, or imbalance relative to progesterone and detox capacity.",Poor liver conjugation + gut dysbiosis → oestrogen recirculation; insulin resistance and excess adiposity → higher aromatisation; chronic constipation can further increase reabsorption of hormone metabolites.,"Improve oestrogen metabolism and clearance, support liver-gut hormone handling, and address metabolic or microbiome factors that promote recirculation or dominance.","Endocrine, Reproductive, Hormones, Detox, Gut"
M318,Male hormone profile,Progesterone(P),Progesterone(P),(Male Hormone) Analysis Report Card,Reflects progesterone levels important for reproductive balance and nervous system calming.,Progesterone balances oestrogen and supports fertility and mood stability.,"Linked to ovulation, adrenal function, and GABA pathways.","Oestrogen dominance, anxiety, PMS.",May indicate supplementation or imbalance.,Low progesterone + high oestrogen -> PMS.,Support ovulation and adrenal balance.,"Female, Hormones, Mood"
M319,Male hormone profile,Luteinizing Hormone (LH),Luteinizing Hormone (LH),(Male Hormone) Analysis Report Card,Reflects LH signalling involved in ovulation and testosterone production.,Critical for reproductive timing and endocrine balance.,Linked to pituitary signalling and gonadal function.,Reduced reproductive signalling.,PCOS or endocrine imbalance.,LH imbalance -> ovulatory dysfunction.,Support pituitary-gonadal axis.,"Hormones, Reproductive"
M320,Male hormone profile,Prolactin(PRL),Prolactin(PRL),(Male Hormone) Analysis Report Card,Reflects prolactin hormone involved in lactation and reproductive regulation.,Elevated prolactin can suppress fertility and alter cycles.,"Linked to stress, pituitary function, and dopamine balance.",Low lactation signalling.,Stress or pituitary imbalance.,Stress -> elevated prolactin -> cycle disruption.,Reduce stress and support dopamine balance.,"Hormones, Stress, Female"
M321,Male hormone profile,Follicle Stimulating Hormone(FSH),Follicle Stimulating Hormone(FSH),(Male Hormone) Analysis Report Card,Reflects FSH levels involved in follicle development and reproductive function.,Essential for fertility and ovarian/testicular function.,Linked to pituitary and gonadal axis.,Reduced fertility signalling.,Ovarian decline or compensation.,High FSH -> reduced ovarian reserve.,Support reproductive endocrine health.,"Hormones, Reproductive"
M322,ADHD-related patterns,An oxygen-hydroxy phenyl ethanol,An oxygen-hydroxy phenyl ethanol,(ADHD) Analysis Report Card,"Reflects a source-framework neurochemical proxy that most plausibly points toward catecholamine-related signalling relevant to attention, arousal, and behavioural regulation.","ADHD-like patterns often involve altered catecholamine balance, affecting focus, motivation, impulse regulation, and task persistence.","Best interpreted as a heuristic marker for dopaminergic-noradrenergic tone, not as a validated standalone metabolite diagnosis.","Suggests reduced catecholamine-associated activation, potentially aligning with inattentiveness, low drive, or slower task initiation.","May indicate elevated arousal signalling, compensatory activation, or a hyperactive/overstimulated attentional profile.",Low dopamine-noradrenaline tone -> inattentive patterns; excessive arousal + poor inhibition -> hyperactive or dysregulated attention patterns.,"Interpret alongside sleep, stress, reward, and executive-function markers rather than as an isolated biochemical conclusion.","ADHD-related, Neurotransmitters, Attention, Executive Function"
